restaurants open at 10 morning time,/->/s/#let s go{'time'= '10:00 am'|1|'10 morning time')}
which bellevue restaurants are available on 10 oct 2019,/->/s/#let s go{'location restaurant or cuisine'= 'bellevue'|0|'bellevue'; 'date'= '10 oct'|1|'10 oct 2019')}
which the bistro at hollywood schoolhouse restaurants are available at 9:30 pm time on 25 nov 2019,/->/s/#let s go{'location restaurant or cuisine'= 'the bistro at hollywood schoolhouse'|0|'the bistro at hollywood schoolhouse'; 'date'= '25 nov'|1|'25 nov 2019'; 'time'= '9:30 pm'|1|'9:30 pm time')}
more info about the restaurant seaplane kitchen bar,/s/->restaurant#restaurant{'restaurant'= 'seaplane kitchen bar'|1|'seaplane kitchen bar')}
available french restaurants for about 7 people,/s/->/s/#find table{'people'= '7 people'|1|'about 7 people'; 'location restaurant or cuisine'= 'french'|0|'french')}
book me a asian restaurant for a group of 5 friends on november 8 2019 at 12:30 pm in the night,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian'; 'date'= '8 nov'|1|'november 8  2019'; 'time'= '12:30 pm'|1|'12:30 pm in the night'; 'people'= '5 people'|1|'a group of 5 friends')}
find me a restaurant for 18 persons,/->/s/#let s go{'people'= '18 people'|1|'18 persons')}||/s/->/s/#find table{'people'= '18 people'|1|'18 persons')}
more information for osteria langhe restaurant,City->restaurant#select restaurant{'select restaurant'= 'osteria langhe'|1|'osteria langhe restaurant')}
available boston restaurants on 3 dec 2019,/s/->/s/#find table{'date'= '3 dec'|1|'3 dec 2019'; 'location restaurant or cuisine'= 'boston'|0|'boston')}
anything free at 9:00,restaurant->restaurant#find table{'time'= '9:00 am'|1|'9:00')}
restaurants in milwaukee,/->City#featured areas{'featured areas'= 'milwaukee'|1|'milwaukee')}
how is the drinks menu,restaurant->restaurant#menu type{'menu type'= 'wine list'|1|'drinks menu')}
proceed with earls kitchen bar bellevue at 8:15 pm in the evening,/s/->/book/details#time{'time'= '8:15 pm'|1|'8:15 pm in the evening'; 'restaurant'= 'earls kitchen bar bellevue'|1|'earls kitchen bar bellevue')}
details on lunchbox laboratory bellevue,/s/->restaurant#restaurant{'restaurant'= 'lunchbox laboratory bellevue'|1|'lunchbox laboratory bellevue')}
can they accomodate 5 persons on 6 sep 2019,restaurant->restaurant#find table{'date'= '6 sep'|1|'6 sep 2019'; 'party size'= '5'|1|'5 persons')}
reserve for sarah smith and specify sarah@hotmail.com as email and 3128783456 as phone contact number,/book/details->/book/view#complete reservation{'email'= 'sarah@hotmail.com'|0|'sarah@hotmail.com'; 'first name'= 'sarah'|0|'sarah'; 'phone number'= '3128783456'|0|'3128783456'; 'last name'= 'smith'|0|'smith')}
find me a restaurant for 4:30 morning time,/s/->/s/#find table{'time'= '4:30 am'|1|'4:30 morning time')}
restaurants open at 4:30 in the morning,/s/->/s/#find table{'time'= '4:30 am'|1|'4:30 in the morning')}
find me volterra kirkland restaurants for the 6 of us,/->/s/#let s go{'location restaurant or cuisine'= 'volterra kirkland'|0|'volterra kirkland'; 'people'= '6 people'|1|'the 6 of us')}
available formento s restaurant restaurants at 8:30 pm time,/->/s/#let s go{'location restaurant or cuisine'= 'formento s'|0|'formento s restaurant'; 'time'= '8:30 pm'|1|'8:30 pm time')}
proceed with the melting pot bellevue at 7:00 evening time,/s/->/book/details#time{'time'= '7:00 pm'|1|'7:00 evening time'; 'restaurant'= 'the melting pot bellevue'|1|'the melting pot bellevue')}
available gluten free restaurants for a party of 1,/->/s/#let s go{'location restaurant or cuisine'= 'gluten free'|0|'gluten free'; 'people'= '1 people'|1|'a party of 1')}
Anything with bar option for sitting,/s/->/s/#seating option{'seating option'= 'bar'|1|'bar option')}
how booked it is on december 17 2019,restaurant->restaurant#find table{'date'= '17 dec'|1|'december 17  2019')}
which palomino restaurants are available at 5:00 morning time on september 2 2019,/->/s/#let s go{'location restaurant or cuisine'= 'palomino'|0|'palomino'; 'date'= '2 sep'|1|'september 2  2019'; 'time'= '5:00 am'|1|'5:00 morning time')}
available mediterranean restaurants on july 24 2019 at 4:30 afternoon time,/s/->/s/#find table{'date'= '24 jul'|1|'july 24  2019'; 'time'= '4:30 pm'|1|'4:30 afternoon time'; 'location restaurant or cuisine'= 'mediterranean'|0|'mediterranean')}
which mexican restaurants are available at 5:30 on july 24 2019,/s/->/s/#find table{'date'= '24 jul'|1|'july 24  2019'; 'time'= '5:30 am'|1|'5:30'; 'location restaurant or cuisine'= 'mexican'|0|'mexican')}
available renton restaurants for about 5 people on september 10 2019 at 11:00 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'renton'|0|'renton'; 'date'= '10 sep'|1|'september 10  2019'; 'time'= '11:00 am'|1|'11:00 in the morning'; 'people'= '5 people'|1|'about 5 people')}
is it available on july 8 2019 at 10:00 in the morning,restaurant->restaurant#find table{'time'= '10:00 am'|1|'10:00 in the morning'; 'date'= '8 jul'|1|'july 8  2019')}
available new york restaurants at 5:00 in the morning,/s/->/s/#find table{'time'= '5:00 am'|1|'5:00 in the morning'; 'location restaurant or cuisine'= 'new york'|0|'new york')}
select gianfranco ristorante italiano,/s/->restaurant#restaurant{'restaurant'= 'gianfranco ristorante italiano'|1|'gianfranco ristorante italiano')}
which israeli restaurants are available,/s/->/s/#find table{'location restaurant or cuisine'= 'israeli'|0|'israeli')}
restaurants open at 1:30 pm in the afternoon,/->/s/#let s go{'time'= '1:30 pm'|1|'1:30 pm in the afternoon')}
any sitting at the bar restaurant,/s/->/s/#top rated{'top rated'= 'bar seating'|1|'sitting at the bar')}
available volterra kirkland restaurants at 11 night time,/->/s/#let s go{'location restaurant or cuisine'= 'volterra kirkland'|0|'volterra kirkland'; 'time'= '11:00 pm'|1|'11 night time')}
can they accomodate me on 11 oct 2019,restaurant->restaurant#find table{'date'= '11 oct'|1|'11 oct 2019'; 'party size'= '1'|1|'me')}
do have availability for about 18 people,restaurant->restaurant#find table{'party size'= '18'|1|'about 18 people')}
find me anthony s homeport kirkland restaurants on 12 sep 2019,/s/->/s/#find table{'date'= '12 sep'|1|'12 sep 2019'; 'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland')}
available american restaurants on 4 jul 2019,/s/->/s/#find table{'date'= '4 jul'|1|'4 jul 2019'; 'location restaurant or cuisine'= 'american'|0|'american')}
find me portuguese restaurants on november 6 2019,/s/->/s/#find table{'date'= '6 nov'|1|'november 6  2019'; 'location restaurant or cuisine'= 'portuguese'|0|'portuguese')}
is it available for 19:15,restaurant->/book/details#time{'time'= '7:15 pm'|1|'19:15')}
find me asian restaurants at 8:30 in the evening,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian'; 'time'= '8:30 pm'|1|'8:30 in the evening')}
I'm interested in ohana issaquah,/s/->restaurant#restaurant{'restaurant'= 'ohana issaquah'|1|'ohana issaquah')}
whistler restaurants for 13 persons,/s/->/s/#find table{'people'= '13 people'|1|'13 persons'; 'location restaurant or cuisine'= 'whistler'|0|'whistler')}
find me a restaurant for just for 9 on december 5 2019,/->/s/#let s go{'date'= '5 dec'|1|'december 5  2019'; 'people'= '9 people'|1|'just for 9')}
can you reserve on 6 sep 2019 for the 5 of us,restaurant->restaurant#find table{'date'= '6 sep'|1|'6 sep 2019'; 'party size'= '5'|1|'the 5 of us')}
find me hector s restaurant restaurants for a party of 20 people,/->/s/#let s go{'location restaurant or cuisine'= 'hector s restaurant'|0|'hector s restaurant'; 'people'= '20 people'|1|'a party of 20 people')}
show me some places to eat in new york,/->City#featured areas{'featured areas'= 'new york area'|1|'new york')}
what's available for just for 6 at 8:30 on 29 nov 2019,/s/->/s/#find table{'date'= '29 nov'|1|'29 nov 2019'; 'time'= '8:30 am'|1|'8:30'; 'people'= '6 people'|1|'just for 6')}
what's available for 11 at 12:30 pm time on 23 jul 2019,/s/->/s/#find table{'date'= '23 jul'|1|'23 jul 2019'; 'time'= '12:30 pm'|1|'12:30 pm time'; 'people'= '11 people'|1|'11')}
I need a reservation at this place at 5:30 pm time,restaurant->/book/details#time{'time'= '5:30 pm'|1|'5:30 pm time')}
get a table here for 6:45 pm time,restaurant->/book/details#time{'time'= '6:45 pm'|1|'6:45 pm time')}
make a reservation for this for 6:30 pm time,restaurant->/book/details#time{'time'= '6:30 pm'|1|'6:30 pm time')}
find me a table here for 6:45 evening time,restaurant->/book/details#time{'time'= '6:45 pm'|1|'6:45 evening time')}
what about a table here at 11:00 night time for a party of 14 people,restaurant->restaurant#find table{'time'= '11:00 pm'|1|'11:00 night time'; 'party size'= '14'|1|'a party of 14 people')}
what's available for a party of 2 people at 4 pm time on august 23 2019,/->/s/#let s go{'date'= '23 aug'|1|'august 23  2019'; 'time'= '4:00 pm'|1|'4 pm time'; 'people'= '2 people'|1|'a party of 2 people')}
available sushi restaurants for about 11 people on 29 aug 2019,/s/->/s/#find table{'date'= '29 aug'|1|'29 aug 2019'; 'people'= '11 people'|1|'about 11 people'; 'location restaurant or cuisine'= 'sushi'|0|'sushi')}
book duke's seafood & chowder bellevue at 4 in the afternoon,/s/->/book/details#time{'time'= '4:00 pm'|1|'4 in the afternoon'; 'restaurant'= "duke's seafood & chowder bellevue"|1|"duke's seafood & chowder bellevue")}
how are the mains with vegetegables of this place,restaurant->restaurant#menu type{'menu type'= 'vegetarian menu'|1|'mains with vegetegables')}
which jj mahoney s irish pub restaurants are available at 9:30 on november 13 2019,/->/s/#let s go{'location restaurant or cuisine'= 'jj mahoney s irish pub'|0|'jj mahoney s irish pub'; 'date'= '13 nov'|1|'november 13  2019'; 'time'= '9:30 am'|1|'9:30')}
some french restaurants for december 26 2019,/s/->/s/#find table{'date'= '26 dec'|1|'december 26  2019'; 'location restaurant or cuisine'= 'french'|0|'french')}
find me peruvian restaurants at 2:30 afternoon time,/s/->/s/#find table{'time'= '2:30 pm'|1|'2:30 afternoon time'; 'location restaurant or cuisine'= 'peruvian'|0|'peruvian')}
is it available on 28 nov 2019 at 5:00 am time,restaurant->restaurant#find table{'time'= '5:00 am'|1|'5:00 am time'; 'date'= '28 nov'|1|'28 nov 2019')}
show results only for the city yakima,State->City#city{'city'= 'yakima'|1|'yakima')}
can you reserve on july 10 2019 for the 5 of us,restaurant->restaurant#find table{'date'= '10 jul'|1|'july 10  2019'; 'party size'= '5'|1|'the 5 of us')}
show me the restaurant details of ristorante paradiso,/->restaurant#popular restaurants{'popular restaurants'= 'ristorante paradiso'|1|'ristorante paradiso')}
what's available for just for 6 on 4 nov 2019,/s/->/s/#find table{'date'= '4 nov'|1|'4 nov 2019'; 'people'= '6 people'|1|'just for 6')}
which french restaurants are available,/s/->/s/#find table{'location restaurant or cuisine'= 'french'|0|'french')}
show me only burgers restaurants,/s/->/s/#cuisine{'cuisine'= 'french'|1|'burgers')}
which vancouver restaurants are available at 4:30 pm time on august 7 2019,/s/->/s/#find table{'date'= '7 aug'|1|'august 7  2019'; 'time'= '4:30 pm'|1|'4:30 pm time'; 'location restaurant or cuisine'= 'vancouver'|0|'vancouver')}
reserve it under liviu smith,/book/details->/book/view#complete reservation{'first name'= 'liviu'|0|'liviu'; 'last name'= 'smith'|0|'smith')}
available palomino restaurants on 21 oct 2019 at 8:30,/->/s/#let s go{'location restaurant or cuisine'= 'palomino'|0|'palomino'; 'date'= '21 oct'|1|'21 oct 2019'; 'time'= '8:30 am'|1|'8:30')}
ristorante paradiso restaurants for the 10 of us,/->/s/#let s go{'location restaurant or cuisine'= 'ristorante paradiso'|0|'ristorante paradiso'; 'people'= '10 people'|1|'the 10 of us')}
find me southwestern restaurants,/s/->/s/#find table{'location restaurant or cuisine'= 'southwestern'|0|'southwestern')}
authentic izakaya restaurants open on november 6 2019,/s/->/s/#find table{'date'= '6 nov'|1|'november 6  2019'; 'location restaurant or cuisine'= 'izakaya'|0|'izakaya')}
what about a table here at 7:30 in the morning for a party of 18 people,restaurant->restaurant#find table{'time'= '7:30 am'|1|'7:30 in the morning'; 'party size'= '18'|1|'a party of 18 people')}
place the reservation for 7:00 in the evening,restaurant->/book/details#time{'time'= '7:00 pm'|1|'7:00 in the evening')}
I want the allis restaurant,City->restaurant#select restaurant{'select restaurant'= 'the allis'|1|'the allis restaurant')}
what about a table here at 5:30 in the morning for a party of 14 people,restaurant->restaurant#find table{'time'= '5:30 am'|1|'5:30 in the morning'; 'party size'= '14'|1|'a party of 14 people')}
some good restaurants in tacoma,State->City#city{'city'= 'tacoma'|1|'tacoma')}
available amsterdam restaurants for a party of 18 people on october 3 2019 at 8:30 morning time,/s/->/s/#find table{'date'= '3 oct'|1|'october 3  2019'; 'time'= '8:30 am'|1|'8:30 morning time'; 'people'= '18 people'|1|'a party of 18 people'; 'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam')}
where is ruth s chris steak house bellevue,/s/->restaurant#restaurant{'restaurant'= 'ruth s chris steak house bellevue'|1|'ruth s chris steak house bellevue')}
find me cafe juanita restaurants on 25 oct 2019,/->/s/#let s go{'location restaurant or cuisine'= 'cafe juanita'|0|'cafe juanita'; 'date'= '25 oct'|1|'25 oct 2019')}
finalize the reservation for 5:45 pm time,restaurant->/book/details#time{'time'= '5:45 pm'|1|'5:45 pm time')}
show me gianfranco ristorante italiano,/s/->restaurant#restaurant{'restaurant'= 'gianfranco ristorante italiano'|1|'gianfranco ristorante italiano')}
which zurich restaurants are available for just for 16 at 6:00 on 11 nov 2019,/->/s/#let s go{'location restaurant or cuisine'= 'zurich'|0|'zurich'; 'date'= '11 nov'|1|'11 nov 2019'; 'time'= '6:00 am'|1|'6:00'; 'people'= '16 people'|1|'just for 16')}
restaurants open at 7:30 in the morning,/->/s/#let s go{'time'= '7:30 am'|1|'7:30 in the morning')}||/s/->/s/#find table{'time'= '7:30 am'|1|'7:30 in the morning')}
available german restaurants for a party of 20 people on 29 jul 2019 at 2:30 pm time,/s/->/s/#find table{'date'= '29 jul'|1|'29 jul 2019'; 'time'= '2:30 pm'|1|'2:30 pm time'; 'people'= '20 people'|1|'a party of 20 people'; 'location restaurant or cuisine'= 'german'|0|'german')}
find me dublin restaurants on 23 jul 2019 at 3:00 in the morning,/s/->/s/#find table{'date'= '23 jul'|1|'23 jul 2019'; 'time'= '3:00 am'|1|'3:00 in the morning'; 'location restaurant or cuisine'= 'dublin'|0|'dublin')}
available anthony s homeport kirkland restaurants on october 17 2019 at 8:30 am time,/s/->/s/#find table{'date'= '17 oct'|1|'october 17  2019'; 'time'= '8:30 am'|1|'8:30 am time'; 'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland')}
some gluten free restaurants on 13 dec 2019,/->/s/#let s go{'location restaurant or cuisine'= 'gluten free'|0|'gluten free'; 'date'= '13 dec'|1|'13 dec 2019')}
find me a restaurant for a party of 8 people on july 17 2019 at 10:30 night time,/s/->/s/#find table{'date'= '17 jul'|1|'july 17  2019'; 'time'= '10:30 pm'|1|'10:30 night time'; 'people'= '8 people'|1|'a party of 8 people')}
restaurant for just for 15,/->/s/#let s go{'people'= '15 people'|1|'just for 15')}
find me soup restaurants on 9 sep 2019,/->/s/#let s go{'location restaurant or cuisine'= 'soup'|0|'soup'; 'date'= '9 sep'|1|'9 sep 2019')}
what's available for 3 persons on october 16 2019,/s/->/s/#find table{'date'= '16 oct'|1|'october 16  2019'; 'people'= '3 people'|1|'3 persons')}
go to tokyo steak house,/s/->restaurant#restaurant{'restaurant'= 'tokyo steak house'|1|'tokyo steak house')}
select woodinville cut shop,/s/->restaurant#restaurant{'restaurant'= 'woodinville cut shop'|1|'woodinville cut shop')}
find me portland restaurants,/->/s/#let s go{'location restaurant or cuisine'= 'portland'|0|'portland')}||/s/->/s/#find table{'location restaurant or cuisine'= 'portland'|0|'portland')}
what are some good restaurants in montana state,/->State#restaurants in the united states{'restaurants in the united states'= 'montana'|1|'montana state')}
find me anthony s homeport kirkland restaurants on august 8 2019,/s/->/s/#find table{'date'= '8 aug'|1|'august 8  2019'; 'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland')}
some more information on agave cocina cantina redmond,/s/->restaurant#restaurant{'restaurant'= 'agave cocina cantina redmond'|1|'agave cocina cantina redmond')}
find me blu sardinia restaurants on july 19 2019 at 6:00 evening time,/->/s/#let s go{'location restaurant or cuisine'= 'blu sardinia'|0|'blu sardinia'; 'date'= '19 jul'|1|'july 19  2019'; 'time'= '6:00 pm'|1|'6:00 evening time')}
indian restaurants for me and my girlfriend,/s/->/s/#find table{'people'= '2 people'|1|'me and my girlfriend'; 'location restaurant or cuisine'= 'indian'|0|'indian')}
details on palomino bellevue,/s/->restaurant#restaurant{'restaurant'= 'palomino bellevue'|1|'palomino bellevue')}
