keep only ahnu,/search->/search#filter by brand{'filter by brand'= 'ahnu'|1|'ahnu')}
go to additional and then click casual jackets,/->/search#select sub category{'select category'= 'more'|1|'additional'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
enter 70745 as zip code washington as state uk as country ny as city 2331 n ashland ave as street address smith as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'washington'|1|'washington'; 'country'= 'uk'|1|'uk'; 'city'= 'new york'|0|'ny'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
browse wind shells in the men category,/->/search#select sub category{'select category'= 'men'|1|'men'; 'select sub category'= 'wind shells'|1|'wind shells')}
Submit order with credit card number 4.56746e15 security code 123 expiration year 2020 and expiration month 03,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '3-mar'|1|'03'; 'expiration year'= '2020'|1|'2020')}
my full address is 3123 s taylor st. london georgia 43677 finland and my name is michael johnson,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'georgia'|1|'georgia'; 'country'= 'finland'|1|'finland'; 'city'= 'london'|0|'london'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'michael'|0|'michael')}
continue with my first name as david and last name as miller,/checkout/billing-address->/checkout/contact-info#continue{'last name'= 'miller'|0|'miller'; 'first name'= 'david'|0|'david')}
Submit order with credit card number 1.12345e15 security code 123 expiration year 2028 and expiration month 09,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12345e+15'|0|'1.12345e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '9-sep'|1|'09'; 'expiration year'= '2028'|1|'2028')}
I'm looking for something that can be used for rayon,/search->/search#filter by fabric type{'filter by fabric type'= 'rayon / rayon blend'|1|'rayon')}
only twelve options,/search->/search#filter by size{'filter by size'= '12'|1|'twelve')}
enter 23678 as zip code united states minor outlying islands as state us as country london as city 4260 132nd ave ne as street address ponting as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'united states minor outlying islands'|1|'united states minor outlying islands'; 'country'= 'united states'|1|'us'; 'city'= 'london'|0|'london'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'john'|0|'john')}
in shop rei outlet click on running jackets,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'running jackets'|1|'running jackets')}
Add to my cart an orange xl and added it to my cart as store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'orange'|1|'orange'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xl'|1|'xl')}
filter the results by toad&co,/search->/search#filter by brand{'filter by brand'= 'toad&co'|1|'toad&co')}
browse down & insulated in the hiking category,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
order the option in brown and size l just 4 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'l'|1|'l'; 'change quantity'= '4'|1|'4')}
keep only on,/search->/search#filter by brand{'filter by brand'= 'on'|1|'on')}
order the option in green and size extra large just three pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '3'|1|'three')}
Submit order with credit card number 1.23456e14 security code 123 expiration year 2023 and expiration month sep,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '9-sep'|1|'sep'; 'expiration year'= '2023'|1|'2023')}
keep only the men's footwear category,/search->/search#filter by category{'filter by category'= "men's footwear"|1|"men's footwear")}
filter by small,/search->/search#filter by best use{'filter by best use'= 'small'|1|'small')}
order it for store pick up,/product/->Added to cart confirmation#add to cart{'pick up mode'= 'pick up in store free'|1|'store pick up')}
enter 98005 as zip code american samoa as state sweden as country redmond as city 2331 n ashland ave as street address johnson as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'american samoa'|1|'american samoa'; 'country'= 'sweden'|1|'sweden'; 'city'= 'redmond'|0|'redmond'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
enter 98005 as zip code north dakota as state poland as country london as city 1033 s oakley blvd. as street address miller as last name and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'north dakota'|1|'north dakota'; 'country'= 'poland'|1|'poland'; 'city'= 'london'|0|'london'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'miller'|0|'miller'; 'first name'= 'john'|0|'john')}
add it in size s,/product/->Added to cart confirmation#add to cart{'select size'= 's'|1|'s')}
which are adidas,/search->/search#filter by brand{'filter by brand'= 'adidas'|1|'adidas')}
enter 37566 as zip code district of columbia as state uk as country san fransisco as city 3245 w roosevelt road as street address ponting as last name and james as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'district of columbia'|1|'district of columbia'; 'country'= 'uk'|1|'uk'; 'city'= 'san fransisco'|0|'san fransisco'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'james'|0|'james')}
update quantity of saola semnoz iii shoes women's to 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "saola semnoz iii shoes women's"|1|"saola semnoz iii shoes women's"; 'change quantity'= '1'|1|'1')}
add it in color blue and size moderate,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'select size'= 'm'|1|'moderate')}
under climb search down & insulated,/->/search#select sub category{'select category'= 'climb'|1|'climb'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
up to 25% off,/->/search#select offer{'select offer'= 'up to 25% off'|1|'up to 25% off')}
in the gents department open running jackets,/->/search#select sub category{'select category'= 'men'|1|'gents'; 'select sub category'= 'running jackets'|1|'running jackets')}
order the option in red and size xl just two pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'red'|1|'red'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xl'|1|'xl'; 'change quantity'= '2'|1|'two')}
update the number of items for insulated torrentshell jacket men's to 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "insulated torrentshell jacket men's"|1|"insulated torrentshell jacket men's"; 'change quantity'= '1'|1|'1')}
enter 98005 as zip code new jersey as state poland as country chicago as city 1033 s oakley blvd. as street address williams as last name and robert as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'new jersey'|1|'new jersey'; 'country'= 'poland'|1|'poland'; 'city'= 'chicago'|0|'chicago'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'robert'|0|'robert')}
in gifts click on running jackets,/->/search#select sub category{'select category'= 'gifts'|1|'gifts'; 'select sub category'= 'running jackets'|1|'running jackets')}
I'd like something with carhartt brand,/search->/search#filter by brand{'filter by brand'= 'carhartt'|1|'carhartt')}
I would like to shop for backpacks,/->/search#search{'search for great gear clothing'= 'backpacks'|0|'backpacks')}
show me only just above 5 results,/search->/search#filter by size{'filter by size'= '5.5'|1|'just above 5')}
order the option in white and size medium,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'select size'= 'm'|1|'medium')}
order the option in brown and size xxl,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'select size'= 'xxl'|1|'xxl')}
ski & snowboard for climb,/->/search#select sub category{'select category'= 'climb'|1|'climb'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
I changed my mind record for future goodr og sunglasses,/ShoppingCart->/ShoppingCart#edit shopping cart items{'select product'= 'goodr og sunglasses'|1|'goodr og sunglasses'; 'edit shopping cart items'= 'save for later'|1|'record for future')}
I'll use this for recycled materials so filter by that,/search->/search#filter by best use{'filter by best use'= 'recycled materials'|1|'recycled materials')}
add four in color black and size extra large to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '4'|1|'four')}
I'm looking for something obermeyer,/search->/search#filter by brand{'filter by brand'= 'obermeyer'|1|'obermeyer')}
my details are  60612 as zip code rhode island as state india as country ny as city 4260 132nd ave ne as address brown as surname and michael as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'rhode island'|1|'rhode island'; 'country'= 'india'|1|'india'; 'city'= 'new york'|0|'ny'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'brown'|0|'brown'; 'first name'= 'michael'|0|'michael')}
my details are  98005 as zip code pennsylvania as state sweden as country bellevue as city 2331 n ashland ave as address johnson as surname and james as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'pennsylvania'|1|'pennsylvania'; 'country'= 'sweden'|1|'sweden'; 'city'= 'bellevue'|0|'bellevue'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'james'|0|'james')}
add 10 in color orange and size extra large to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'orange'|1|'orange'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '10'|1|'10')}
my details are  98005 as zip code guam as state china as country london as city 2134 e ontario st. as address johnson as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'guam'|1|'guam'; 'country'= 'china'|1|'china'; 'city'= 'london'|0|'london'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
in gents click on fleece & soft shell,/->/search#select sub category{'select category'= 'men'|1|'gents'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
filter by wool blend,/search->/search#filter by best use{'filter by best use'= 'wool / wool blend'|1|'wool blend')}||/search->/search#filter by fabric type{'filter by fabric type'= 'wool / wool blend'|1|'wool blend')}
tell me more about rei co op mountainmaker pants boys',/search->/product/#select product{'select product'= "rei co op mountainmaker pants boys'"|1|"rei co op mountainmaker pants boys'")}
fill in the checkout details as follows: city is sf street address is 1033 s oakley blvd. and my full name is david brown,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'san fransisco'|0|'sf'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'brown'|0|'brown'; 'first name'= 'david'|0|'david')}
filter the results by timberland,/search->/search#filter by brand{'filter by brand'= 'timberland'|1|'timberland')}
show me only the vissla ones,/search->/search#filter by brand{'filter by brand'= 'vissla'|1|'vissla')}
in gifts click on down & insulated,/->/search#select sub category{'select category'= 'gifts'|1|'gifts'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
filter by men's results,/search->/search#filter by best use{'filter by best use'= "men's"|1|"men's")}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on aug of 2030,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '8-aug'|1|'aug'; 'expiration year'= '2030'|1|'2030')}
